"","stim","image_id","handle","prop.left.image","prop.right.image","handle_size","non_handle_size","prop_size_difference","image_left","image_right","avg_handle_salience","avg_non_handle_salience","prop_salience_difference","child_hashed_id","frame_id","key"
"94","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"dGTSDc","12-test-trials-second","rightImage"
"95","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"E4M2DX","9-test-trials-second","rightImage"
"96","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"UP4HFd","10-test-trials-second","rightImage"
"97","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"GZRSGQ","11-test-trials-second","rightImage"
"98","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"MVJQNQ","11-test-trials-second","rightImage"
"99","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"BC3EQH","11-test-trials-second","rightImage"
"100","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"67EKL7","10-test-trials-second","rightImage"
"101","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"SdXEKR","11-test-trials-second","rightImage"
"102","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"3DRX3E","12-test-trials-second","rightImage"
"103","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"7B6WB5","9-test-trials-second","rightImage"
"104","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"Q4NMdQ","16-test-trials-second","rightImage"
"105","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"McUQZY","10-test-trials-second","rightImage"
"106","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"PXcEWc","9-test-trials-second","rightImage"
"107","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"J4Wc4S","9-test-trials-second","rightImage"
"108","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"47QcSX","11-test-trials-second","rightImage"
"109","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"TMYGLN","17-test-trials-second","rightImage"
"110","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"7EGSXd","12-test-trials-second","rightImage"
"111","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"WM7ZFU","10-test-trials-second","rightImage"
"112","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"STc42B","16-test-trials-second","rightImage"
"113","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"WWW4Hc","10-test-trials-second","rightImage"
"114","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"EBMX7Q","12-test-trials-second","rightImage"
"115","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"AE2XPc","9-test-trials-second","rightImage"
"116","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"AJQTV3","12-test-trials-second","rightImage"
"117","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"XcGXN4","11-test-trials-second","rightImage"
"118","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"7JQVcC","12-test-trials-second","rightImage"
"119","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"dV4G6H","16-test-trials-second","rightImage"
"120","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"JWJWCP","12-test-trials-second","rightImage"
"121","handle1","nohandle1_handle1","rightImage",0.063636364,0.087662338,0.087662338,0.063636364,0.158798282354068,"nohandle1","handle1",0.259116407042403,0.383212036574474,-0.193196534833959,"B24J2J","9-test-trials-second","rightImage"
